date,close,high,low,open,volume,daily_return_decimal
2010-01-04,43.34266662597656,43.39560631126682,42.98721198045929,43.002338016970285,2251500,
2010-01-05,43.50904083251953,43.51660529215621,43.191402767684366,43.36534783437925,1597700,0.0038385779993346247
2010-01-06,43.56953811645508,43.65272984939675,43.41828068246983,43.486346383513414,2120300,0.0013904531742821025
2010-01-07,43.75104904174805,43.78130110852614,43.32753164683827,43.52416431090411,1656700,0.004166005267437489
2010-01-08,43.894752502441406,43.9023140779448,43.53173629335461,43.63761566038038,1650000,0.0032845717723530843
2010-01-11,43.95524597167969,44.129191027394846,43.751048849319496,44.09137738658648,1883100,0.0013781480880867836
2010-01-12,43.50147247314453,43.72835718192572,43.33508900704038,43.67541751270996,1730100,-0.010323534506609833
2010-01-13,43.909873962402344,44.00062728396714,43.38047429744821,43.64517268742724,1825200,0.009388222192017404
2010-01-14,43.985496520996094,44.0762498328047,43.81911304518385,43.87961717638676,1667100,0.0017222221739578991
2010-01-15,43.486351013183594,43.97793700472229,43.33509356309508,43.94012047845324,2785900,-0.011347956651443947
2010-01-19,44.06112289428711,44.08381338551966,43.501474117143076,43.524161723379926,2546700,0.013217293879848935
2010-01-20,43.65272903442383,43.7888604339695,43.26702244071259,43.7888604339695,2755100,-0.009268802813834576
2010-01-21,42.8510856628418,43.796441420392135,42.7830199328983,43.65274838384334,4350700,-0.018364106650694545
2010-01-22,41.90571212768555,42.80568938847843,41.830084853163505,42.65443483943435,4423000,-0.022061833919321816
2010-01-25,42.087223052978516,42.32923380165189,41.943527187519166,42.26116809827527,2781100,0.004331412499086307
2010-01-26,41.898155212402344,42.344363105680486,41.7998374365964,41.93596885386742,1704300,-0.004492285944790786
2010-01-27,42.102359771728516,42.16286392089769,41.49733270501989,41.822535294312644,2077900,0.004873831754428348
2010-01-28,41.60321807861328,42.26874939043446,41.3309580230927,42.26874939043446,2235100,-0.011855432707845615
2010-01-29,41.11161804199219,42.087225553351956,41.05111390873149,41.77714908288054,2421800,-0.01181639448400762
2010-02-01,41.73931884765625,41.77713536102114,41.368741250637626,41.383867278984596,2132800,0.01526820970711773
2010-02-02,42.27629852294922,42.37461341637757,41.693959196891164,41.852778226271724,2565500,0.012865079980171279
2010-02-03,42.06454086303711,42.29142562406825,41.92084785421651,42.10235450904292,1352600,-0.005008897829528736
2010-02-04,40.756187438964844,41.731795524048025,40.73349981814816,41.72423106044409,3029700,-0.03110347568828309
2010-02-05,40.82423782348633,40.89230354531953,39.94694790041202,40.74861052589232,5416200,0.0016696945616758718
2010-02-08,40.50659942626953,41.06624834851461,40.49147338985798,40.85448960874582,1494300,-0.007780632637654716
2010-02-09,41.043556213378906,41.368758747898646,40.650287965006285,40.96036446478137,2191500,0.013256032219805203
2010-02-10,40.98303985595703,41.187236936637554,40.61246221268131,40.990604313572206,1340800,-0.0014744423486907632
2010-02-11,41.42169189453125,41.47463156529054,40.657843127868944,40.892292301942696,1302300,0.010703257740664052
2010-02-12,41.42169189453125,41.45194395924961,40.83935263118341,41.005736102138705,2189100,0.0
2010-02-16,42.117469787597656,42.17797391375115,41.62588674508038,41.77714417546859,1186500,0.016797428140743476
2010-02-17,42.351924896240234,42.41242903089005,42.15529222862018,42.34436332190697,1936000,0.00556669500387752
2010-02-18,42.59394073486328,42.684694062644574,42.2536121494381,42.30655183106021,1537400,0.005714399976293194
2010-02-19,42.745208740234375,42.85864970667259,42.3973184938287,42.465384227690414,1863000,0.003551397282367086
2010-02-22,42.67713928222656,42.896462503864015,42.59394751643327,42.88889804243004,3049500,-0.001592446499009359
2010-02-23,42.16284942626953,42.71493661515843,42.05697008661901,42.58636966986726,2144700,-0.012050710628845107
2010-02-24,42.54100799560547,42.60907372379831,42.193117778173956,42.29899715869688,1689100,0.008968999355634777
2010-02-25,42.52585983276367,42.533424290292174,41.81495372983208,41.94352065786423,2956100,-0.0003560837778776582
2010-02-26,42.52585983276367,42.66199121832433,42.28384912176588,42.51829826023041,1272600,0.0
2010-03-01,43.032588958740234,43.06283814597056,42.70738639479397,42.72251243090733,1580100,0.011915787898688412
2010-03-02,43.16870880126953,43.388029053500766,43.10820467307083,43.236771617999636,1988900,0.0031631804133329666
2010-03-03,43.22165298461914,43.50147739427137,43.138461242155955,43.3199678757157,1617900,0.0012264481570052332
2010-03-04,43.3350944519043,43.41072462099769,43.11577128902739,43.319968418085615,1636600,0.0026246443495701044
2010-03-05,44.02332305908203,44.0384490963146,43.531739831508226,43.667871281604754,2699100,0.015881553181834374
2010-03-08,44.0308837890625,44.129198695248185,43.94769203383125,44.0308837890625,2027600,0.00017174373616279937
2010-03-09,44.12162399291992,44.32582109000952,43.87961325970163,43.90230086437975,4736900,0.0020608308543641485
2010-03-10,44.3560905456543,44.45440546114069,44.121641293732175,44.17458098206997,1949600,0.005314096162280846
2010-03-11,44.522457122802734,44.53002158160242,44.06868768467667,44.19725463431396,2391700,0.003750704246065162
2010-03-12,44.522457122802734,44.73421869425786,44.39389017316545,44.726654235458184,1227600,0.0
2010-03-15,44.507328033447266,44.54514455485698,44.182125567293305,44.47707885531324,1624900,-0.0003398080504348755
2010-03-16,44.87035369873047,44.915728915182136,44.5148991165473,44.60565243444659,1047800,0.008156536941745562
2010-03-17,45.157737731933594,45.32412121171161,45.00648028531683,45.02160631847809,2022900,0.006404764159709586
