date,close,high,low,open,volume,daily_return_decimal
2010-01-04,51.630496978759766,51.678916809090936,51.05754283921514,51.073682782658864,42863900,
2010-01-05,51.45295333862305,51.79188594582784,51.2350718291659,51.549792985469566,55523100,-0.0034387358349418085
2010-01-06,51.40453338623047,51.72732295377495,51.27541694353691,51.45295012825379,59708600,-0.0009410529279809676
2010-01-07,51.783809661865234,51.824161050187264,50.95262277919402,51.43681173364984,56123500,0.007378265118857419
2010-01-08,52.066246032714844,52.066246032714844,51.48522365152341,51.59820014013346,48811500,0.005454144310622189
2010-01-11,51.856441497802734,52.356764240637354,51.65469686749652,52.27606761986637,51638900,-0.004029569075909234
2010-01-12,51.291568756103516,51.77575783706346,51.04947267643378,51.53366175739372,45854900,-0.010893010113760981
2010-01-13,51.95328903198242,52.058200208442095,51.025265328595786,51.469103019639796,39501900,0.012901151045417558
2010-01-14,52.1469612121582,52.308354475223126,51.66276910944675,51.75960876134071,41859800,0.0037278136530789485
2010-01-15,51.38841247558594,52.29223098750998,51.0575512762648,52.171182930869094,68725100,-0.014546365098555447
2010-01-19,52.33257293701172,52.34871596048506,51.582082421249,51.582082421249,46839000,0.018373022553953122
2010-01-20,51.57401657104492,51.969437549693374,50.99299083209369,51.96136603755243,62485000,-0.014494918239158716
2010-01-21,50.7266731262207,52.03398061892718,50.54913685670722,51.614348317030256,98323100,-0.01642965782308181
2010-01-22,49.814796447753906,50.88807963227422,49.37095876358472,50.645983551473265,83757000,-0.017976276035249095
2010-01-25,49.87127685546875,50.15372121244604,49.49199900683386,50.097232956726394,62298700,0.0011338078591585088
2010-01-26,49.37903594970703,50.056898323678254,49.33868762188091,49.68568878226975,58213200,-0.009870228652622548
2010-01-27,49.90354919433594,49.98424581077104,48.99166265240195,49.161127393942834,72565800,0.010622184790386013
2010-01-28,49.04816436767578,50.02461093358236,48.59625826614491,50.000399479300754,93814200,-0.017140761338018118
2010-01-29,48.50749588012695,49.78252077599874,48.39451934132082,49.249914894212836,79325600,-0.011023215537606212
2010-02-01,49.080448150634766,49.1772847403101,48.54784228985089,48.733447036053484,60731800,0.011811623340106214
2010-02-02,49.621131896972656,49.67762017140438,48.91905806609824,49.169222623138786,71047700,0.011016275659881059
2010-02-03,49.29026412963867,49.73410183188365,48.894843182822086,49.38710071887511,50241000,-0.006667880289812023
2010-02-04,47.64402389526367,48.9674684904022,47.603675575339594,48.95132854675666,99167300,-0.033398892528658686
