date,close,high,low,open,volume,daily_return_decimal
2010-01-04,85.27920532226562,85.3243526269112,83.90968158491715,84.55681974288503,118944600,
2010-01-05,85.50493621826172,85.5425627944706,84.91799837186399,85.22652022195021,111579900,0.002646962939476971
2010-01-06,85.56517028808594,85.77586541977085,85.35447515640104,85.42219613115186,116074400,0.000704451374251347
2010-01-07,85.92633819580078,86.03168572750181,85.16632608194911,85.40712126026717,131091100,0.004220968724760743
2010-01-08,86.21231079101562,86.24993738305653,85.52755159576402,85.70062014072361,126402800,0.0033281133726796863
2010-01-11,86.33267211914062,86.63366175484568,85.96395005568611,86.59604092088719,106375700,0.0013961037237102403
2010-01-12,85.52751159667969,85.94137521051641,85.19641611280292,85.760780283406,163333500,-0.009326255086252844
2010-01-13,86.24987030029297,86.49066537544005,85.30926364096726,85.74570076772874,161822000,0.00844592213812656
2010-01-14,86.48316192626953,86.64118319816191,86.09939269966858,86.15206645696605,115718800,0.0027048345135398666
2010-01-15,85.5124740600586,86.41545459912797,85.18137851659503,86.33268645427233,212283100,-0.011224009906558363
2010-01-19,86.58099365234375,86.63366741613515,85.47483887171444,85.4974182627762,139172700,0.012495482139070146
2010-01-20,85.70057678222656,86.12196684303365,85.01581793341504,85.99404568043278,216490200,-0.010168708315503983
2010-01-21,84.0526351928711,85.98652286249157,83.94728767320377,85.72315406332326,344859600,-0.019229060657818486
2010-01-22,82.178955078125,84.08274280612169,82.0886547356354,83.67639987643315,345942400,-0.0222917474323876
2010-01-25,82.60035705566406,83.08195321042189,82.3294674713155,82.93145261799425,186937500,0.005127857577873263
2010-01-26,82.25421905517578,83.12710531863769,82.05105041992773,82.27679271009102,211168800,-0.004190514579192728
2010-01-27,82.6454849243164,82.8336063017781,81.5167566595462,82.14884173213328,271863600,0.0047567878418268705
2010-01-28,81.6973876953125,82.96156414042612,81.20075002455968,82.91641682699715,316104000,-0.011471857535497954
2010-01-29,80.8094482421875,82.6229417453403,80.68152703618387,82.05105093948572,310677600,-0.010868639477635944
2010-02-01,82.0660629272461,82.07358938937402,80.892187439663,81.38130413982545,187865000,0.015550343584731507
2010-02-02,83.05933380126953,83.21735504143254,81.93060573638414,82.21655385373344,216327900,0.012103308463865314
2010-02-03,82.6454849243164,83.1346016539186,82.40468979080578,82.68310575520344,172730700,-0.004982569182932717
2010-02-04,80.09458923339844,82.04352467159097,80.07953630264946,82.00590382674045,356715700,-0.03086551785925129
2010-02-05,80.26012420654297,80.42566623126487,78.69495263727187,80.18487104683932,493585800,0.0020667435182437632
2010-02-08,79.68071746826172,80.76429881067993,79.62051722901387,80.32032922249049,224166900,-0.007219110909798654
2010-02-09,80.6815414428711,81.3813535796894,79.96667637265215,80.61381472459217,337820500,0.012560428751259956
2010-02-10,80.5235366821289,80.96750071173406,79.84629806483758,80.55363681412109,240511500,-0.0019583755827727867
2010-02-11,81.36628723144531,81.45658759392542,79.95161599865659,80.4181592599539,223591600,0.01046589089402783
2010-02-12,81.29856872558594,81.34371603768672,80.14726633892656,80.50845631775516,304622100,-0.0008322673697369609
2010-02-16,82.5777587890625,82.66053265497361,81.13298797844676,81.9155736027825,159317500,0.01573447212575574
2010-02-17,82.96908569335938,83.0819597112594,82.57778986344076,82.97660641781128,168845100,0.004738889866174212
2010-02-18,83.45817565917969,83.63124412186131,82.80351115957858,82.83361127069911,193708600,0.005894845793864789
2010-02-19,83.6312484741211,83.95481750924432,83.04431062924863,83.23995849120928,222684900,0.0020737670524717533
2010-02-22,83.64629364013672,83.9623361825129,83.39797203926588,83.93976253534446,132346900,0.00017989885706759523
2010-02-23,82.63047790527344,83.67643288576966,82.41225629726179,83.42059042597036,207497000,-0.012144181058798886
2010-02-24,83.3904800415039,83.52592772150355,82.66809432850955,82.87878944383982,176350700,0.009197600637161019
2010-02-25,83.2775650024414,83.33776521746084,81.97576836344491,82.20151055825507,259634700,-0.0013540519134355167
2010-02-26,83.33026885986328,83.61621711400521,82.85620491259034,83.35284251339857,173589300,0.0006328698181836678
2010-03-01,84.19566345214844,84.27843737671017,83.6538725790218,83.67644624189992,147709700,0.010385117006408429
2010-03-02,84.42891693115234,84.83526001207807,84.2784220453333,84.55684389921163,160992400,0.0027703740245061947
2010-03-03,84.50414276123047,85.00830678064037,84.29344195187063,84.64711113417638,150785000,0.0008909960332603717
2010-03-04,84.75996398925781,84.88036442171544,84.30094738727819,84.61698991096654,135770400,0.00302732173439324
2010-03-05,85.97148895263672,86.03920990816181,85.1061292723075,85.30930362090304,176118800,0.014293599316918648
2010-03-08,85.98653411865234,86.17465553425725,85.8360392825724,85.97901339555534,114631200,0.00017500180814500332
2010-03-09,86.12950897216797,86.52832545811779,85.685545183208,85.73069248621816,154556700,0.0016627586514690318
2010-03-10,86.51325988769531,86.74652855836088,86.09186983978104,86.16711724247875,186088800,0.004455510313559952
2010-03-11,86.87445831298828,86.8970377029397,86.0467253193943,86.3100941254002,160791100,0.004175064328425959
2010-03-12,86.88202667236328,87.26579611246626,86.64123139918365,87.25074317857319,162074800,8.711834895969162e-05
2010-03-15,86.90454864501953,86.96474886276293,86.23483701039837,86.73148019526822,146816800,0.0002592247616550747
2010-03-16,87.59685516357422,87.67962330135273,86.90456401907136,87.1453591916346,168673000,0.00796628633769858
2010-03-17,88.11607360839844,88.40202184632994,87.60438310690074,87.86023122815472,177468100,0.005927363988748935
2010-03-18,88.07093048095703,88.24399898379845,87.71726126948474,88.1236042523884,196509100,-0.0005123143325930224
2010-03-19,87.6251220703125,88.6224932281486,87.28510563819593,87.6251220703125,226641100,-0.005061924612468238
2010-03-22,88.09358978271484,88.25226759285404,87.07355191049592,87.12644259232499,184477800,0.005346271723609464
2010-03-23,88.71317291259766,88.78873020455747,87.93491608792121,88.22204186788109,182941600,0.007033237394582725
2010-03-24,88.28248596191406,88.7282837930668,87.33045368830675,88.38071563156146,196072600,-0.0048548252366975575
