Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-01-24T15:00:00Z,"NVDA",2019-01-24T16:00:00Z,Buy,3.908817861275,3.8634500888,186291,-8451.61,1862.91,-11545.91,277.1,11823.01,0,"	60,62" 
2019-01-25T15:00:00Z,"AMD",2019-01-25T15:30:00Z,Buy,21.25,21.1,29749,-4462.35,297.49,-7734.74,2379.92,10114.66,0,"	63,64" 
2019-01-28T15:00:00Z,"TSLA",2019-01-28T15:30:00Z,Sell,19.2906647376,19.5506647116,20592,-5353.92,205.92,-5806.94,1990.56,7797.5,0,"	65,66" 
2019-01-29T15:00:00Z,"AMD",2019-01-29T15:30:00Z,Sell,19.57,19.95,20564,-7814.32,205.64,-8019.96,0,8019.96,0,"	67,68" 
2019-01-29T16:00:00Z,"NVDA",2019-01-29T20:59:00Z,Sell,3.304905873575,3.2615213917,95426,4140.01,954.26,-2389.38,5322.87,2578.63,1,"	69,70" 
2019-01-30T15:30:00Z,"AMD",2019-01-30T20:59:00Z,Buy,22.05,23.07,18330,18696.6,183.3,-366.6,18879.9,7148.7,1,"	71,74" 
2019-01-30T19:30:00Z,"TSLA",2019-01-30T20:59:00Z,Buy,20.3906646276,20.5786646088,35171,6612.15,351.71,-2133.71,6635.59,6143.2,1,"	72,73" 
2019-01-31T15:00:00Z,"AMD",2019-01-31T20:30:00Z,Buy,24.14,24.32,9282,1670.76,92.82,-185.64,9096.36,8260.98,1,"	75,77" 
2019-01-31T15:00:00Z,"NVDA",2019-01-31T20:59:00Z,Buy,3.462577476275,3.5609982723,87770,8638.39,877.7,-391.67,11706.44,6136.09,1,"	76,78" 
2019-02-01T15:30:00Z,"TSLA",2019-02-01T18:00:00Z,Buy,21.0706645596,20.7693312564,34799,-10486.1,347.99,-10996.48,0,10996.48,0,"	79,80" 
