date,equity,daily_return
2019-01-02,1000000.0,0.0
2019-01-03,1000000.0,0.0
2019-01-04,1000000.0,0.0
2019-01-05,1003787.65,0.3787650000000031
2019-01-06,1003787.65,0.0
2019-01-07,1003787.65,0.0
2019-01-08,1008525.3,0.47197731512238494
2019-01-09,1009082.95,0.05529360542566586
2019-01-10,1017050.6,0.7895931647641019
2019-01-11,1017050.6,0.0
2019-01-12,1017050.6,0.0
2019-01-13,1017050.6,0.0
2019-01-14,1017050.6,0.0
2019-01-15,1017050.6,0.0
2019-01-16,1014968.9,-0.2046800817973038
2019-01-17,1019558.9,0.4522306052924474
2019-01-18,1023327.2,0.3696010107900438
2019-01-19,1024761.15,0.14012624701074117
2019-01-20,1024761.15,0.0
2019-01-21,1024761.15,0.0
2019-01-22,1024761.15,0.0
2019-01-23,1005891.15,-1.8414047019639668
2019-01-24,1016686.15,1.0731777489045413
2019-01-25,1021701.15,0.49326923554531277
2019-01-26,1032838.4,1.0900692438292836
2019-01-27,1032838.4,0.0
2019-01-28,1032838.4,0.0
2019-01-29,1024198.4,-0.8365297030009766
2019-01-30,1025188.4,0.0966609594390988
2019-01-31,1041016.7,1.5439406064290173
2019-02-01,1041016.7,0.0
2019-02-02,1041855.65,0.08058948525995202
2019-02-03,1041855.65,0.0
2019-02-04,1041855.65,0.0
2019-02-05,1046774.6,0.4721335436439711
2019-02-06,1047528.55,0.07202601209468362
2019-02-07,1049568.55,0.19474409551891725
2019-02-08,1037413.55,-1.1580949143340846
2019-02-09,1041833.55,0.42605959792987314
2019-02-10,1041833.55,0.0
2019-02-11,1041833.55,0.0
2019-02-12,1046253.55,0.4242520314305498
2019-02-13,1053881.45,0.729068016065515
2019-02-14,1059650.4,0.5474002792249522
2019-02-15,1059650.4,0.0
2019-02-16,1063039.35,0.31981774366340865
2019-02-17,1063039.35,0.0
2019-02-18,1063039.35,0.0
2019-02-19,1063039.35,0.0
2019-02-20,1063442.25,0.03790076068208581
2019-02-21,1068372.25,0.46358887847459673
2019-02-22,1065312.25,-0.28641702365443944
2019-02-23,1071240.15,0.5564471825044714
2019-02-24,1071240.15,0.0
2019-02-25,1071240.15,0.0
2019-02-26,1075564.1,0.40363965073566543
2019-02-27,1073258.05,-0.21440377193697735
2019-02-28,1077933.05,0.4355895583545877
2019-03-01,1078188.05,0.023656385709669436
2019-03-02,1085730.95,0.6995903914906121
2019-03-03,1085730.95,0.0
2019-03-04,1085730.95,0.0
2019-03-05,1088439.9,0.24950472306237703
2019-03-06,1089058.2,0.05680607629323653
2019-03-07,1079248.2,-0.9007783055120511
2019-03-08,1066828.2,-1.1508010854222372
2019-03-09,1071598.2,0.44711978929690144
2019-03-10,1071598.2,0.0
2019-03-11,1071598.2,0.0
2019-03-12,1094356.5,2.123771764454263
2019-03-13,1092730.45,-0.14858503604630036
2019-03-14,1099604.4,0.629061814832732
2019-03-15,1099604.4,0.0
2019-03-16,1099168.35,-0.03965517053222678
2019-03-17,1099168.35,0.0
2019-03-18,1099168.35,0.0
2019-03-19,1103492.3,0.3933837796548545
2019-03-20,1098530.6,-0.44963612342378
2019-03-21,1096640.6,-0.17204800667364184
2019-03-22,1108688.9,1.0986552932656268
2019-03-23,1108857.2,0.015180092449740279
2019-03-24,1108857.2,0.0
2019-03-25,1108857.2,0.0
2019-03-26,1115337.2,0.5843854375477742
2019-03-27,1127283.8,1.0711200164398749
2019-03-28,1128082.1,0.07081623988565156
2019-03-29,1128082.1,0.0
2019-03-30,1131850.4,0.3340448359210546
2019-03-31,1131850.4,0.0
2019-04-01,1131850.4,0.0
2019-04-02,1137418.7,0.49196430906417454
2019-04-03,1136417.0,-0.08806783289213582
2019-04-04,1142255.3,0.5137462744749577
2019-04-05,1142255.3,0.0
2019-04-06,1142584.25,0.02879829053976657
2019-04-07,1142584.25,0.0
2019-04-08,1142584.25,0.0
2019-04-09,1145973.2,0.29660394846156013
2019-04-10,1145973.2,0.0
2019-04-11,1145973.2,0.0
2019-04-12,1145973.2,0.0
2019-04-13,1147152.15,0.1028776240142415
